"","country","year","population"
"3516","Libya","1990",4.14639
"3517","Libya","1991",4.25939
"3518","Libya","1992",4.372
"3519","Libya","1993",4.48362
"3520","Libya","1994",4.59332
"3521","Libya","1995",4.66286
"3522","Libya","1996",4.69528
"3523","Libya","1997",4.76892
"3524","Libya","1998",4.8841
"3525","Libya","1999",5.00314
"3526","Libya","2000",5.12544
"3527","Libya","2001",5.25089
"3528","Libya","2002",5.37924
"3529","Libya","2003",5.51013
"3530","Libya","2004",5.64308
"3531","Libya","2005",5.77753
"3532","Libya","2006",5.91323
"3533","Libya","2007",6.0499
"3534","Libya","2008",6.18704
"3535","Libya","2009",6.32436
"3536","Libya","2010",6.46145
"3537","Lithuania","1992",3.70028
"3538","Lithuania","1993",3.689
"3539","Lithuania","1994",3.67964
"3540","Lithuania","1995",3.67358
"3541","Lithuania","1996",3.66832
"3542","Lithuania","1997",3.66437
"3543","Lithuania","1998",3.66117
"3544","Lithuania","1999",3.65845
"3545","Lithuania","2000",3.65439
"3546","Lithuania","2001",3.64575
"3547","Lithuania","2002",3.63323
"3548","Lithuania","2003",3.62009
"3549","Lithuania","2004",3.6079
"3550","Lithuania","2005",3.59662
"3551","Lithuania","2006",3.58591
"3552","Lithuania","2007",3.57544
"3553","Lithuania","2008",3.56521
"3554","Lithuania","2009",3.55518
"3555","Lithuania","2010",3.54532
"3556","Luxembourg","1980",0.3644
"3557","Luxembourg","1981",0.3654
"3558","Luxembourg","1982",0.36572
"3559","Luxembourg","1983",0.36589
"3560","Luxembourg","1984",0.36627
"3561","Luxembourg","1985",0.36717
"3562","Luxembourg","1986",0.36902
"3563","Luxembourg","1987",0.37166
"3564","Luxembourg","1988",0.37562
"3565","Luxembourg","1989",0.37762
"3566","Luxembourg","1990",0.38297
"3567","Luxembourg","1991",0.38715
"3568","Luxembourg","1992",0.39255
"3569","Luxembourg","1993",0.39808
"3570","Luxembourg","1994",0.40376
"3571","Luxembourg","1995",0.4097
"3572","Luxembourg","1996",0.41557
"3573","Luxembourg","1997",0.42101
"3574","Luxembourg","1998",0.4265
"3575","Luxembourg","1999",0.43253
"3576","Luxembourg","2000",0.43878
"3577","Luxembourg","2001",0.44478
"3578","Luxembourg","2002",0.45079
"3579","Luxembourg","2003",0.45676
"3580","Luxembourg","2004",0.46269
"3581","Luxembourg","2005",0.46857
"3582","Luxembourg","2006",0.47441
"3583","Luxembourg","2007",0.48022
"3584","Luxembourg","2008",0.48601
"3585","Luxembourg","2009",0.49178
"3586","Luxembourg","2010",0.49754
"3587","Macau","1980",0.25577
"3588","Macau","1981",0.26093
"3589","Macau","1982",0.27081
"3590","Macau","1983",0.28545
"3591","Macau","1984",0.29898
"3592","Macau","1985",0.30584
"3593","Macau","1986",0.3122
"3594","Macau","1987",0.32298
"3595","Macau","1988",0.33214
"3596","Macau","1989",0.34124
"3597","Macau","1990",0.35176
"3598","Macau","1991",0.36386
"3599","Macau","1992",0.37533
"3600","Macau","1993",0.3844
"3601","Macau","1994",0.39294
"3602","Macau","1995",0.4013
"3603","Macau","1996",0.4104
"3604","Macau","1997",0.41699
"3605","Macau","1998",0.42161
"3606","Macau","1999",0.42777
"3607","Macau","2000",0.43174
"3608","Macau","2001",0.43478
"3609","Macau","2002",0.43898
"3610","Macau","2003",0.44418
"3611","Macau","2004",0.45523
"3612","Macau","2005",0.47403
"3613","Macau","2006",0.49943
"3614","Macau","2007",0.52553
"3615","Macau","2008",0.54567
"3616","Macau","2009",0.55985
"3617","Macau","2010",0.56796
"3618","Macedonia","1992",1.88936
"3619","Macedonia","1993",1.91756
"3620","Macedonia","1994",1.93503
"3621","Macedonia","1995",1.95405
"3622","Macedonia","1996",1.9711
"3623","Macedonia","1997",1.98486
"3624","Macedonia","1998",1.99547
"3625","Macedonia","1999",2.00499
"3626","Macedonia","2000",2.01451
"3627","Macedonia","2001",2.02391
"3628","Macedonia","2002",2.03044
"3629","Macedonia","2003",2.03515
"3630","Macedonia","2004",2.04009
"3631","Macedonia","2005",2.04526
"3632","Macedonia","2006",2.05055
"3633","Macedonia","2007",2.05592
"3634","Macedonia","2008",2.06132
"3635","Macedonia","2009",2.06672
"3636","Macedonia","2010",2.07209
"3637","Madagascar","1980",8.69125
"3638","Madagascar","1981",8.93876
"3639","Madagascar","1982",9.19587
"3640","Madagascar","1983",9.46302
"3641","Madagascar","1984",9.74054
"3642","Madagascar","1985",10.02863
"3643","Madagascar","1986",10.32739
"3644","Madagascar","1987",10.63688
"3645","Madagascar","1988",10.95734
"3646","Madagascar","1989",11.28916
"3647","Madagascar","1990",11.63287
"3648","Madagascar","1991",11.98871
"3649","Madagascar","1992",12.35668
"3650","Madagascar","1993",12.73661
"3651","Madagascar","1994",13.12841
"3652","Madagascar","1995",13.53236
"3653","Madagascar","1996",13.94848
"3654","Madagascar","1997",14.3766
"3655","Madagascar","1998",14.81658
"3656","Madagascar","1999",15.27126
"3657","Madagascar","2000",15.74194
"3658","Madagascar","2001",16.22682
"3659","Madagascar","2002",16.72589
"3660","Madagascar","2003",17.23952
"3661","Madagascar","2004",17.76815
"3662","Madagascar","2005",18.31216
"3663","Madagascar","2006",18.87216
"3664","Madagascar","2007",19.44882
"3665","Madagascar","2008",20.04255
"3666","Madagascar","2009",20.65356
"3667","Madagascar","2010",21.28184
"3668","Malawi","1980",6.25893
"3669","Malawi","1981",6.45967
"3670","Malawi","1982",6.66854
"3671","Malawi","1983",6.88393
"3672","Malawi","1984",7.10435
"3673","Malawi","1985",7.33001
"3674","Malawi","1986",7.60855
"3675","Malawi","1987",8.05274
"3676","Malawi","1988",8.58662
"3677","Malawi","1989",9.09083
"3678","Malawi","1990",9.546
"3679","Malawi","1991",9.93081
"3680","Malawi","1992",10.3096
"3681","Malawi","1993",10.49511
"3682","Malawi","1994",10.32045
"3683","Malawi","1995",10.26405
"3684","Malawi","1996",10.52681
"3685","Malawi","1997",10.83884
"3686","Malawi","1998",11.15534
"3687","Malawi","1999",11.47685
"3688","Malawi","2000",11.80151
"3689","Malawi","2001",12.12867
"3690","Malawi","2002",12.46009
"3691","Malawi","2003",12.7968
"3692","Malawi","2004",13.14014
"3693","Malawi","2005",13.49211
"3694","Malawi","2006",13.85568
"3695","Malawi","2007",14.23279
"3696","Malawi","2008",14.62368
"3697","Malawi","2009",15.02876
"3698","Malawi","2010",15.4475
"3699","Malaysia","1980",13.46009
"3700","Malaysia","1981",13.87521
"3701","Malaysia","1982",14.30829
"3702","Malaysia","1983",14.75262
"3703","Malaysia","1984",15.19792
"3704","Malaysia","1985",15.64911
"3705","Malaysia","1986",16.11117
"3706","Malaysia","1987",16.5789
"3707","Malaysia","1988",17.05511
"3708","Malaysia","1989",17.47198
"3709","Malaysia","1990",17.88222
"3710","Malaysia","1991",18.37607
"3711","Malaysia","1992",18.86191
"3712","Malaysia","1993",19.33822
"3713","Malaysia","1994",19.83502
"3714","Malaysia","1995",20.33903
"3715","Malaysia","1996",20.85669
"3716","Malaysia","1997",21.40715
"3717","Malaysia","1998",21.97723
"3718","Malaysia","1999",22.55341
"3719","Malaysia","2000",23.15128
"3720","Malaysia","2001",23.73736
"3721","Malaysia","2002",24.28261
"3722","Malaysia","2003",24.8804
"3723","Malaysia","2004",25.47547
"3724","Malaysia","2005",25.96812
"3725","Malaysia","2006",26.43216
"3726","Malaysia","2007",26.89556
"3727","Malaysia","2008",27.35776
"3728","Malaysia","2009",27.81787
"3729","Malaysia","2010",28.27473
"3730","Maldives","1980",0.15287
"3731","Maldives","1981",0.15725
"3732","Maldives","1982",0.1619
"3733","Maldives","1983",0.16685
"3734","Maldives","1984",0.1721
"3735","Maldives","1985",0.1773
"3736","Maldives","1986",0.18461
"3737","Maldives","1987",0.19221
"3738","Maldives","1988",0.20008
"3739","Maldives","1989",0.2082
"3740","Maldives","1990",0.21661
"3741","Maldives","1991",0.22722
"3742","Maldives","1992",0.23785
"3743","Maldives","1993",0.24691
"3744","Maldives","1994",0.25338
"3745","Maldives","1995",0.26058
"3746","Maldives","1996",0.27053
"3747","Maldives","1997",0.27571
"3748","Maldives","1998",0.28118
"3749","Maldives","1999",0.29148
"3750","Maldives","2000",0.29998
"3751","Maldives","2001",0.30591
"3752","Maldives","2002",0.31186
"3753","Maldives","2003",0.31849
"3754","Maldives","2004",0.3266
"3755","Maldives","2005",0.33625
"3756","Maldives","2006",0.34812
"3757","Maldives","2007",0.36497
"3758","Maldives","2008",0.38593
"3759","Maldives","2009",0.39633
"3760","Maldives","2010",0.39565
"3761","Mali","1980",6.82161
"3762","Mali","1981",6.95002
"3763","Mali","1982",7.08238
"3764","Mali","1983",7.21901
"3765","Mali","1984",7.36021
"3766","Mali","1985",7.5062
"3767","Mali","1986",7.65726
"3768","Mali","1987",7.81357
"3769","Mali","1988",7.97719
"3770","Mali","1989",8.15635
"3771","Mali","1990",8.32711
"3772","Mali","1991",8.51187
"3773","Mali","1992",8.7424
"3774","Mali","1993",8.95321
"3775","Mali","1994",9.17522
"3776","Mali","1995",9.33602
"3777","Mali","1996",9.5158
"3778","Mali","1997",9.78384
"3779","Mali","1998",10.04609
"3780","Mali","1999",10.33565
"3781","Mali","2000",10.62082
"3782","Mali","2001",10.91763
"3783","Mali","2002",11.21969
"3784","Mali","2003",11.5228
"3785","Mali","2004",11.82733
"3786","Mali","2005",12.13382
"3787","Mali","2006",12.44653
"3788","Mali","2007",12.76879
"3789","Mali","2008",13.10081
"3790","Mali","2009",13.44323
"3791","Mali","2010",13.79635
"3792","Malta","1980",0.364
"3793","Malta","1981",0.36365
"3794","Malta","1982",0.36022
"3795","Malta","1983",0.35577
"3796","Malta","1984",0.35138
"3797","Malta","1985",0.34704
"3798","Malta","1986",0.34663
"3799","Malta","1987",0.34905
"3800","Malta","1988",0.35195
"3801","Malta","1989",0.35532
"3802","Malta","1990",0.35911
"3803","Malta","1991",0.36258
"3804","Malta","1992",0.3659
"3805","Malta","1993",0.37001
"3806","Malta","1994",0.37361
"3807","Malta","1995",0.37689
"3808","Malta","1996",0.37996
"3809","Malta","1997",0.38295
"3810","Malta","1998",0.38561
"3811","Malta","1999",0.3878
"3812","Malta","2000",0.38995
"3813","Malta","2001",0.39187
"3814","Malta","2002",0.39352
"3815","Malta","2003",0.39518
"3816","Malta","2004",0.39685
"3817","Malta","2005",0.39853
"3818","Malta","2006",0.40021
"3819","Malta","2007",0.40188
"3820","Malta","2008",0.40353
"3821","Malta","2009",0.40517
"3822","Malta","2010",0.40677
"3823","Martinique","1980",0.339
"3824","Martinique","1981",0.341
"3825","Martinique","1982",0.343
"3826","Martinique","1983",0.346
"3827","Martinique","1984",0.35
"3828","Martinique","1985",0.353
"3829","Martinique","1986",0.357
"3830","Martinique","1987",0.361
"3831","Martinique","1988",0.365
"3832","Martinique","1989",0.369
"3833","Martinique","1990",0.374
"3834","Martinique","1991",0.378
"3835","Martinique","1992",0.382
"3836","Martinique","1993",0.386
"3837","Martinique","1994",0.39
"3838","Martinique","1995",0.394
"3839","Martinique","1996",0.399
"3840","Martinique","1997",0.403
"3841","Martinique","1998",0.407
"3842","Martinique","1999",0.414
"3843","Martinique","2000",0.416
"3844","Martinique","2001",0.41845
"3845","Martinique","2002",0.42223
"3846","Martinique","2003",0.426
"3847","Martinique","2004",0.426
"3848","Martinique","2005",0.426
"3849","Martinique","2006",0.426
"3850","Martinique","2007",0.426
"3851","Martinique","2008",0.426
"3852","Martinique","2009",0.426
"3853","Martinique","2010",0.426
"3854","Mauritania","1980",1.54491
"3855","Mauritania","1981",1.57765
"3856","Mauritania","1982",1.61189
"3857","Mauritania","1983",1.64759
"3858","Mauritania","1984",1.68477
"3859","Mauritania","1985",1.72347
"3860","Mauritania","1986",1.76368
"3861","Mauritania","1987",1.80539
"3862","Mauritania","1988",1.8485
"3863","Mauritania","1989",1.88583
"3864","Mauritania","1990",1.92498
"3865","Mauritania","1991",1.97343
"3866","Mauritania","1992",2.04282
"3867","Mauritania","1993",2.11924
"3868","Mauritania","1994",2.18334
"3869","Mauritania","1995",2.23479
"3870","Mauritania","1996",2.27068
"3871","Mauritania","1997",2.31522
"3872","Mauritania","1998",2.3741
"3873","Mauritania","1999",2.43691
"3874","Mauritania","2000",2.50087
"3875","Mauritania","2001",2.56579
"3876","Mauritania","2002",2.63185
"3877","Mauritania","2003",2.69924
"3878","Mauritania","2004",2.76795
"3879","Mauritania","2005",2.83794
"3880","Mauritania","2006",2.9091
"3881","Mauritania","2007",2.98145
"3882","Mauritania","2008",3.05493
"3883","Mauritania","2009",3.12949
"3884","Mauritania","2010",3.20506
"3885","Mauritius","1980",0.9637
"3886","Mauritius","1981",0.97905
"3887","Mauritius","1982",0.99204
"3888","Mauritius","1983",1.00218
"3889","Mauritius","1984",1.01204
"3890","Mauritius","1985",1.02054
"3891","Mauritius","1986",1.02823
"3892","Mauritius","1987",1.03627
"3893","Mauritius","1988",1.04494
"3894","Mauritius","1989",1.0534
"3895","Mauritius","1990",1.0616
"3896","Mauritius","1991",1.07172
"3897","Mauritius","1992",1.08481
"3898","Mauritius","1993",1.09864
"3899","Mauritius","1994",1.1113
"3900","Mauritius","1995",1.12312
"3901","Mauritius","1996",1.13534
"3902","Mauritius","1997",1.14835
"3903","Mauritius","1998",1.16066
"3904","Mauritius","1999",1.17313
"3905","Mauritius","2000",1.18593
"3906","Mauritius","2001",1.19788
"3907","Mauritius","2002",1.20959
"3908","Mauritius","2003",1.221
"3909","Mauritius","2004",1.23206
"3910","Mauritius","2005",1.24282
"3911","Mauritius","2006",1.25343
"3912","Mauritius","2007",1.2639
"3913","Mauritius","2008",1.27419
"3914","Mauritius","2009",1.28426
"3915","Mauritius","2010",1.2941
"3916","Mexico","1980",68.34748
"3917","Mexico","1981",69.96926
"3918","Mexico","1982",71.6409
"3919","Mexico","1983",73.36288
"3920","Mexico","1984",75.08014
"3921","Mexico","1985",76.76723
"3922","Mexico","1986",78.44243
"3923","Mexico","1987",80.12249
"3924","Mexico","1988",81.78182
"3925","Mexico","1989",83.36684
"3926","Mexico","1990",84.91365
"3927","Mexico","1991",86.48803
"3928","Mexico","1992",88.11103
"3929","Mexico","1993",89.74914
"3930","Mexico","1994",91.3379
"3931","Mexico","1995",92.88035
"3932","Mexico","1996",94.39858
"3933","Mexico","1997",95.89515
"3934","Mexico","1998",97.32506
"3935","Mexico","1999",98.61691
"3936","Mexico","2000",99.92662
"3937","Mexico","2001",101.24696
"3938","Mexico","2002",102.47993
"3939","Mexico","2003",103.71806
"3940","Mexico","2004",104.95959
"3941","Mexico","2005",106.2029
"3942","Mexico","2006",107.44953
"3943","Mexico","2007",108.70089
"3944","Mexico","2008",109.9554
"3945","Mexico","2009",111.21179
"3946","Mexico","2010",112.46886
"3947","Middle East","1980",93.78699
"3948","Middle East","1981",97.61915
"3949","Middle East","1982",101.52251
"3950","Middle East","1983",105.53011
"3951","Middle East","1984",109.62352
"3952","Middle East","1985",113.89203
"3953","Middle East","1986",118.1603
"3954","Middle East","1987",122.16299
"3955","Middle East","1988",126.3694
"3956","Middle East","1989",130.54699
"3957","Middle East","1990",135.1109
"3958","Middle East","1991",137.61894
"3959","Middle East","1992",142.57975
"3960","Middle East","1993",146.00671
"3961","Middle East","1994",148.9879
"3962","Middle East","1995",152.34103
"3963","Middle East","1996",155.84253
"3964","Middle East","1997",162.21659
"3965","Middle East","1998",165.85793
"3966","Middle East","1999",169.46952
"3967","Middle East","2000",173.09215
"3968","Middle East","2001",176.80343
"3969","Middle East","2002",180.37562
"3970","Middle East","2003",183.75095
"3971","Middle East","2004",187.25346
"3972","Middle East","2005",190.98173
"3973","Middle East","2006",195.2996
"3974","Middle East","2007",200.13219
"3975","Middle East","2008",204.5201
"3976","Middle East","2009",208.44134
"3977","Middle East","2010",212.33692
"3978","Moldova","1992",4.43808
"3979","Moldova","1993",4.44378
"3980","Moldova","1994",4.44121
"3981","Moldova","1995",4.4326
"3982","Moldova","1996",4.42212
"3983","Moldova","1997",4.41628
"3984","Moldova","1998",4.41181
"3985","Moldova","1999",4.40307
"3986","Moldova","2000",4.39081
"3987","Moldova","2001",4.37837
"3988","Moldova","2002",4.36712
"3989","Moldova","2003",4.35639
"3990","Moldova","2004",4.34742
"3991","Moldova","2005",4.34018
"3992","Moldova","2006",4.33401
"3993","Moldova","2007",4.32882
"3994","Moldova","2008",4.32445
"3995","Moldova","2009",4.32075
"3996","Moldova","2010",4.31748
"3997","Mongolia","1980",1.66238
"3998","Mongolia","1981",1.70883
"3999","Mongolia","1982",1.75603
"4000","Mongolia","1983",1.805
"4001","Mongolia","1984",1.85569
"4002","Mongolia","1985",1.9077
"4003","Mongolia","1986",1.9608
"4004","Mongolia","1987",2.01513
"4005","Mongolia","1988",2.07072
"4006","Mongolia","1989",2.1606
"4007","Mongolia","1990",2.21754
"4008","Mongolia","1991",2.27038
"4009","Mongolia","1992",2.31795
"4010","Mongolia","1993",2.35969
"4011","Mongolia","1994",2.40065
"4012","Mongolia","1995",2.44704
"4013","Mongolia","1996",2.49485
"4014","Mongolia","1997",2.53922
"4015","Mongolia","1998",2.58152
"4016","Mongolia","1999",2.62305
"4017","Mongolia","2000",2.66376
"4018","Mongolia","2001",2.70447
"4019","Mongolia","2002",2.74455
"4020","Mongolia","2003",2.78408
"4021","Mongolia","2004",2.82457
"4022","Mongolia","2005",2.86599
"4023","Mongolia","2006",2.9084
"4024","Mongolia","2007",2.95179
"4025","Mongolia","2008",2.99608
"4026","Mongolia","2009",3.04114
"4027","Mongolia","2010",3.08692
"4028","Montenegro","2006",0.69187
"4029","Montenegro","2007",0.68474
"4030","Montenegro","2008",0.67818
"4031","Montenegro","2009",0.67218
"4032","Montenegro","2010",0.66673
"4033","Montserrat","1980",0.01177
"4034","Montserrat","1981",0.01179
"4035","Montserrat","1982",0.01166
"4036","Montserrat","1983",0.01156
"4037","Montserrat","1984",0.01144
"4038","Montserrat","1985",0.01132
"4039","Montserrat","1986",0.01121
"4040","Montserrat","1987",0.01109
"4041","Montserrat","1988",0.01097
"4042","Montserrat","1989",0.01085
"4043","Montserrat","1990",0.01073
"4044","Montserrat","1991",0.01061
"4045","Montserrat","1992",0.0105
"4046","Montserrat","1993",0.01041
"4047","Montserrat","1994",0.01034
"4048","Montserrat","1995",0.01027
"4049","Montserrat","1996",0.00795
"4050","Montserrat","1997",0.00595
"4051","Montserrat","1998",0.00338
"4052","Montserrat","1999",0.00338
"4053","Montserrat","2000",0.00395
"4054","Montserrat","2001",0.00424
"4055","Montserrat","2002",0.00481
"4056","Montserrat","2003",0.00449
"4057","Montserrat","2004",0.00496
"4058","Montserrat","2005",0.00453
"4059","Montserrat","2006",0.00463
"4060","Montserrat","2007",0.00451
"4061","Montserrat","2008",0.00508
"4062","Montserrat","2009",0.0051
"4063","Montserrat","2010",0.00512
"4064","Morocco","1980",19.48727
"4065","Morocco","1981",19.84622
"4066","Morocco","1982",20.19873
"4067","Morocco","1983",20.6794
"4068","Morocco","1984",21.16079
"4069","Morocco","1985",21.64379
"4070","Morocco","1986",22.12744
"4071","Morocco","1987",22.61059
"4072","Morocco","1988",23.08648
"4073","Morocco","1989",23.5498
"4074","Morocco","1990",23.99997
"4075","Morocco","1991",24.43372
"4076","Morocco","1992",24.86108
"4077","Morocco","1993",25.29264
"4078","Morocco","1994",25.72317
"4079","Morocco","1995",26.1476
"4080","Morocco","1996",26.56357
"4081","Morocco","1997",26.96872
"4082","Morocco","1998",27.36105
"4083","Morocco","1999",27.74199
"4084","Morocco","2000",28.11304
"4085","Morocco","2001",28.47748
"4086","Morocco","2002",28.8389
"4087","Morocco","2003",29.19706
"4088","Morocco","2004",29.55151
"4089","Morocco","2005",29.90096
"4090","Morocco","2006",30.24777
"4091","Morocco","2007",30.59445
"4092","Morocco","2008",30.94046
"4093","Morocco","2009",31.28517
"4094","Morocco","2010",31.62743
"4095","Mozambique","1980",12.10262
"4096","Mozambique","1981",12.36323
"4097","Mozambique","1982",12.58733
"4098","Mozambique","1983",12.77284
"4099","Mozambique","1984",12.92282
"4100","Mozambique","1985",13.0626
"4101","Mozambique","1986",13.14302
"4102","Mozambique","1987",12.89485
"4103","Mozambique","1988",12.52301
"4104","Mozambique","1989",12.4821
"4105","Mozambique","1990",12.66657
"4106","Mozambique","1991",12.9348
"4107","Mozambique","1992",13.18
"4108","Mozambique","1993",13.69137
"4109","Mozambique","1994",14.78146
"4110","Mozambique","1995",15.76475
"4111","Mozambique","1996",16.29834
"4112","Mozambique","1997",16.75966
"4113","Mozambique","1998",17.22003
"4114","Mozambique","1999",17.67673
"4115","Mozambique","2000",18.12456
"4116","Mozambique","2001",18.55916
"4117","Mozambique","2002",18.97917
"4118","Mozambique","2003",19.38308
"4119","Mozambique","2004",19.77284
"4120","Mozambique","2005",20.15401
"4121","Mozambique","2006",20.53002
"4122","Mozambique","2007",20.90558
"4123","Mozambique","2008",21.2847
"4124","Mozambique","2009",21.66928
"4125","Mozambique","2010",22.06145
"4126","Namibia","1990",1.47057
"4127","Namibia","1991",1.51199
"4128","Namibia","1992",1.5525
"4129","Namibia","1993",1.59514
"4130","Namibia","1994",1.63833
"4131","Namibia","1995",1.68148
"4132","Namibia","1996",1.72432
"4133","Namibia","1997",1.76614
"4134","Namibia","1998",1.80653
"4135","Namibia","1999",1.8467
"4136","Namibia","2000",1.89344
"4137","Namibia","2001",1.9351
"4138","Namibia","2002",1.96067
"4139","Namibia","2003",1.98343
"4140","Namibia","2004",2.00665
"4141","Namibia","2005",2.02836
"4142","Namibia","2006",2.04915
"4143","Namibia","2007",2.06903
"4144","Namibia","2008",2.08867
"4145","Namibia","2009",2.10866
"4146","Namibia","2010",2.12847
"4147","Nauru","1980",0.00771
"4148","Nauru","1981",0.00785
"4149","Nauru","1982",0.008
"4150","Nauru","1983",0.00815
"4151","Nauru","1984",0.00833
"4152","Nauru","1985",0.00852
"4153","Nauru","1986",0.00871
"4154","Nauru","1987",0.00891
"4155","Nauru","1988",0.0091
"4156","Nauru","1989",0.0093
"4157","Nauru","1990",0.00949
"4158","Nauru","1991",0.00967
"4159","Nauru","1992",0.00983
"4160","Nauru","1993",0.00982
"4161","Nauru","1994",0.00982
"4162","Nauru","1995",0.00982
"4163","Nauru","1996",0.00983
"4164","Nauru","1997",0.00987
"4165","Nauru","1998",0.00989
"4166","Nauru","1999",0.00987
"4167","Nauru","2000",0.00986
"4168","Nauru","2001",0.00989
"4169","Nauru","2002",0.00992
"4170","Nauru","2003",0.00993
"4171","Nauru","2004",0.00997
"4172","Nauru","2005",0.01001
"4173","Nauru","2006",0.00957
"4174","Nauru","2007",0.00912
"4175","Nauru","2008",0.00916
"4176","Nauru","2009",0.00921
"4177","Nauru","2010",0.00927
"4178","Nepal","1980",14.66525
"4179","Nepal","1981",15.01086
"4180","Nepal","1982",15.37507
"4181","Nepal","1983",15.75685
"4182","Nepal","1984",16.15506
"4183","Nepal","1985",16.56998
"4184","Nepal","1986",17.00221
"4185","Nepal","1987",17.45269
"4186","Nepal","1988",17.92208
"4187","Nepal","1989",18.41093
"4188","Nepal","1990",18.91826
"4189","Nepal","1991",19.44833
"4190","Nepal","1992",20.03337
"4191","Nepal","1993",20.64137
"4192","Nepal","1994",21.24674
"4193","Nepal","1995",21.87667
"4194","Nepal","1996",22.50257
"4195","Nepal","1997",23.10934
"4196","Nepal","1998",23.70029
"4197","Nepal","1999",24.26987
"4198","Nepal","2000",24.81816
"4199","Nepal","2001",25.33561
"4200","Nepal","2002",25.81505
"4201","Nepal","2003",26.27538
"4202","Nepal","2004",26.70832
"4203","Nepal","2005",27.09387
"4204","Nepal","2006",27.45895
"4205","Nepal","2007",27.82789
"4206","Nepal","2008",28.19696
"4207","Nepal","2009",28.56338
"4208","Nepal","2010",28.95185
"4209","Netherlands","1980",14.1439
"4210","Netherlands","1981",14.24605
"4211","Netherlands","1982",14.3104
"4212","Netherlands","1983",14.36238
"4213","Netherlands","1984",14.42002
"4214","Netherlands","1985",14.49138
"4215","Netherlands","1986",14.57188
"4216","Netherlands","1987",14.66528
"4217","Netherlands","1988",14.76134
"4218","Netherlands","1989",14.84891
"4219","Netherlands","1990",14.95151
"4220","Netherlands","1991",15.06622
"4221","Netherlands","1992",15.17424
"4222","Netherlands","1993",15.27494
"4223","Netherlands","1994",15.3822
"4224","Netherlands","1995",15.45905
"4225","Netherlands","1996",15.52781
"4226","Netherlands","1997",15.60446
"4227","Netherlands","1998",15.69926
"4228","Netherlands","1999",15.80195
"4229","Netherlands","2000",15.90785
"4230","Netherlands","2001",16.01744
"4231","Netherlands","2002",16.12283
"4232","Netherlands","2003",16.22325
"4233","Netherlands","2004",16.3182
"4234","Netherlands","2005",16.40749
"4235","Netherlands","2006",16.49146
"4236","Netherlands","2007",16.57061
"4237","Netherlands","2008",16.64531
"4238","Netherlands","2009",16.716
"4239","Netherlands","2010",16.78309
"4240","Netherlands Antilles","1980",0.23244
"4241","Netherlands Antilles","1981",0.23449
"4242","Netherlands Antilles","1982",0.23757
"4243","Netherlands Antilles","1983",0.24092
"4244","Netherlands Antilles","1984",0.24385
"4245","Netherlands Antilles","1985",0.24443
"4246","Netherlands Antilles","1986",0.18433
"4247","Netherlands Antilles","1987",0.18567
"4248","Netherlands Antilles","1988",0.18669
"4249","Netherlands Antilles","1989",0.18763
"4250","Netherlands Antilles","1990",0.18879
"4251","Netherlands Antilles","1991",0.19014
"4252","Netherlands Antilles","1992",0.192
"4253","Netherlands Antilles","1993",0.1945
"4254","Netherlands Antilles","1994",0.19679
"4255","Netherlands Antilles","1995",0.19891
"4256","Netherlands Antilles","1996",0.20124
"4257","Netherlands Antilles","1997",0.20354
"4258","Netherlands Antilles","1998",0.20581
"4259","Netherlands Antilles","1999",0.20802
"4260","Netherlands Antilles","2000",0.21018
"4261","Netherlands Antilles","2001",0.21229
"4262","Netherlands Antilles","2002",0.21434
"4263","Netherlands Antilles","2003",0.21632
"4264","Netherlands Antilles","2004",0.21824
"4265","Netherlands Antilles","2005",0.2201
"4266","Netherlands Antilles","2006",0.22189
"4267","Netherlands Antilles","2007",0.22365
"4268","Netherlands Antilles","2008",0.22537
"4269","Netherlands Antilles","2009",0.22705
"4270","Netherlands Antilles","2010",0.22869
"4271","New Caledonia","1980",0.1394
"4272","New Caledonia","1981",0.1425
"4273","New Caledonia","1982",0.145
"4274","New Caledonia","1983",0.14658
"4275","New Caledonia","1984",0.14966
"4276","New Caledonia","1985",0.15259
"4277","New Caledonia","1986",0.15558
"4278","New Caledonia","1987",0.15873
"4279","New Caledonia","1988",0.16194
"4280","New Caledonia","1989",0.16512
"4281","New Caledonia","1990",0.1689
"4282","New Caledonia","1991",0.17333
"4283","New Caledonia","1992",0.17776
"4284","New Caledonia","1993",0.18246
"4285","New Caledonia","1994",0.18745
"4286","New Caledonia","1995",0.19178
"4287","New Caledonia","1996",0.19553
"4288","New Caledonia","1997",0.19938
"4289","New Caledonia","1998",0.20324
"4290","New Caledonia","1999",0.20718
"4291","New Caledonia","2000",0.21119
"4292","New Caledonia","2001",0.21528
"4293","New Caledonia","2002",0.21944
"4294","New Caledonia","2003",0.22369
"4295","New Caledonia","2004",0.22802
"4296","New Caledonia","2005",0.2324
"4297","New Caledonia","2006",0.23651
"4298","New Caledonia","2007",0.24045
"4299","New Caledonia","2008",0.24445
"4300","New Caledonia","2009",0.24841
"4301","New Caledonia","2010",0.25235
"4302","New Zealand","1980",3.16815
"4303","New Zealand","1981",3.18345
"4304","New Zealand","1982",3.2149
"4305","New Zealand","1983",3.25645
"4306","New Zealand","1984",3.29609
"4307","New Zealand","1985",3.32181
"4308","New Zealand","1986",3.33863
"4309","New Zealand","1987",3.35049
"4310","New Zealand","1988",3.35931
"4311","New Zealand","1989",3.37554
"4312","New Zealand","1990",3.41168
