"","country","year","population"
"2365","Ghana","1981",11.17096
"2366","Ghana","1982",11.39415
"2367","Ghana","1983",12.15058
"2368","Ghana","1984",12.83231
"2369","Ghana","1985",13.22862
"2370","Ghana","1986",13.78192
"2371","Ghana","1987",14.17388
"2372","Ghana","1988",14.57413
"2373","Ghana","1989",14.98276
"2374","Ghana","1990",15.40774
"2375","Ghana","1991",15.84823
"2376","Ghana","1992",16.29285
"2377","Ghana","1993",16.80537
"2378","Ghana","1994",17.30185
"2379","Ghana","1995",17.70406
"2380","Ghana","1996",18.08539
"2381","Ghana","1997",18.47351
"2382","Ghana","1998",18.88771
"2383","Ghana","1999",19.3145
"2384","Ghana","2000",19.75162
"2385","Ghana","2001",20.19629
"2386","Ghana","2002",20.66146
"2387","Ghana","2003",21.1372
"2388","Ghana","2004",21.60098
"2389","Ghana","2005",22.06238
"2390","Ghana","2006",22.52438
"2391","Ghana","2007",22.9807
"2392","Ghana","2008",23.43457
"2393","Ghana","2009",23.88781
"2394","Ghana","2010",24.33984
"2395","Gibraltar","1980",0.02883
"2396","Gibraltar","1981",0.02927
"2397","Gibraltar","1982",0.02885
"2398","Gibraltar","1983",0.02835
"2399","Gibraltar","1984",0.02823
"2400","Gibraltar","1985",0.02865
"2401","Gibraltar","1986",0.02907
"2402","Gibraltar","1987",0.02953
"2403","Gibraltar","1988",0.03003
"2404","Gibraltar","1989",0.03042
"2405","Gibraltar","1990",0.02911
"2406","Gibraltar","1991",0.0281
"2407","Gibraltar","1992",0.02809
"2408","Gibraltar","1993",0.02722
"2409","Gibraltar","1994",0.02678
"2410","Gibraltar","1995",0.02677
"2411","Gibraltar","1996",0.02678
"2412","Gibraltar","1997",0.02675
"2413","Gibraltar","1998",0.02675
"2414","Gibraltar","1999",0.02676
"2415","Gibraltar","2000",0.02727
"2416","Gibraltar","2001",0.02802
"2417","Gibraltar","2002",0.0282
"2418","Gibraltar","2003",0.02832
"2419","Gibraltar","2004",0.02841
"2420","Gibraltar","2005",0.02846
"2421","Gibraltar","2006",0.02854
"2422","Gibraltar","2007",0.02861
"2423","Gibraltar","2008",0.02871
"2424","Gibraltar","2009",0.0288
"2425","Gibraltar","2010",0.02888
"2426","Greece","1980",9.64251
"2427","Greece","1981",9.72935
"2428","Greece","1982",9.78648
"2429","Greece","1983",9.84053
"2430","Greece","1984",9.88717
"2431","Greece","1985",9.92325
"2432","Greece","1986",9.95137
"2433","Greece","1987",9.97449
"2434","Greece","1988",9.98272
"2435","Greece","1989",10.03077
"2436","Greece","1990",10.1296
"2437","Greece","1991",10.25088
"2438","Greece","1992",10.32543
"2439","Greece","1993",10.38299
"2440","Greece","1994",10.42983
"2441","Greece","1995",10.45755
"2442","Greece","1996",10.47942
"2443","Greece","1997",10.50237
"2444","Greece","1998",10.52007
"2445","Greece","1999",10.53675
"2446","Greece","2000",10.55911
"2447","Greece","2001",10.58152
"2448","Greece","2002",10.60386
"2449","Greece","2003",10.62595
"2450","Greece","2004",10.64753
"2451","Greece","2005",10.66835
"2452","Greece","2006",10.68806
"2453","Greece","2007",10.70629
"2454","Greece","2008",10.72282
"2455","Greece","2009",10.73743
"2456","Greece","2010",10.74994
"2457","Greenland","1980",0.05021
"2458","Greenland","1981",0.05103
"2459","Greenland","1982",0.05166
"2460","Greenland","1983",0.05211
"2461","Greenland","1984",0.05263
"2462","Greenland","1985",0.05315
"2463","Greenland","1986",0.05364
"2464","Greenland","1987",0.0541
"2465","Greenland","1988",0.05485
"2466","Greenland","1989",0.05541
"2467","Greenland","1990",0.05563
"2468","Greenland","1991",0.05554
"2469","Greenland","1992",0.05549
"2470","Greenland","1993",0.05564
"2471","Greenland","1994",0.05592
"2472","Greenland","1995",0.05619
"2473","Greenland","1996",0.05634
"2474","Greenland","1997",0.05651
"2475","Greenland","1998",0.05661
"2476","Greenland","1999",0.0567
"2477","Greenland","2000",0.05689
"2478","Greenland","2001",0.05713
"2479","Greenland","2002",0.05736
"2480","Greenland","2003",0.05754
"2481","Greenland","2004",0.0577
"2482","Greenland","2005",0.05778
"2483","Greenland","2006",0.05764
"2484","Greenland","2007",0.05753
"2485","Greenland","2008",0.05756
"2486","Greenland","2009",0.0576
"2487","Greenland","2010",0.05764
"2488","Grenada","1980",0.09016
"2489","Grenada","1981",0.09235
"2490","Grenada","1982",0.09241
"2491","Grenada","1983",0.09253
"2492","Grenada","1984",0.09274
"2493","Grenada","1985",0.09306
"2494","Grenada","1986",0.09355
"2495","Grenada","1987",0.09406
"2496","Grenada","1988",0.09429
"2497","Grenada","1989",0.0943
"2498","Grenada","1990",0.0942
"2499","Grenada","1991",0.09406
"2500","Grenada","1992",0.09465
"2501","Grenada","1993",0.09576
"2502","Grenada","1994",0.09675
"2503","Grenada","1995",0.09774
"2504","Grenada","1996",0.09865
"2505","Grenada","1997",0.09957
"2506","Grenada","1998",0.10039
"2507","Grenada","1999",0.10099
"2508","Grenada","2000",0.10161
"2509","Grenada","2001",0.10229
"2510","Grenada","2002",0.10284
"2511","Grenada","2003",0.10332
"2512","Grenada","2004",0.10397
"2513","Grenada","2005",0.10459
"2514","Grenada","2006",0.1052
"2515","Grenada","2007",0.10589
"2516","Grenada","2008",0.10656
"2517","Grenada","2009",0.1072
"2518","Grenada","2010",0.10782
"2519","Guadeloupe","1980",0.337
"2520","Guadeloupe","1981",0.339
"2521","Guadeloupe","1982",0.341
"2522","Guadeloupe","1983",0.345
"2523","Guadeloupe","1984",0.35
"2524","Guadeloupe","1985",0.354
"2525","Guadeloupe","1986",0.358
"2526","Guadeloupe","1987",0.363
"2527","Guadeloupe","1988",0.367
"2528","Guadeloupe","1989",0.38
"2529","Guadeloupe","1990",0.39
"2530","Guadeloupe","1991",0.4
"2531","Guadeloupe","1992",0.41
"2532","Guadeloupe","1993",0.41
"2533","Guadeloupe","1994",0.42
"2534","Guadeloupe","1995",0.42
"2535","Guadeloupe","1996",0.43
"2536","Guadeloupe","1997",0.43
"2537","Guadeloupe","1998",0.43
"2538","Guadeloupe","1999",0.43
"2539","Guadeloupe","2000",0.43
"2540","Guadeloupe","2001",0.43117
"2541","Guadeloupe","2002",0.43568
"2542","Guadeloupe","2003",0.44019
"2543","Guadeloupe","2004",0.44452
"2544","Guadeloupe","2005",0.44452
"2545","Guadeloupe","2006",0.44452
"2546","Guadeloupe","2007",0.44452
"2547","Guadeloupe","2008",0.44452
"2548","Guadeloupe","2009",0.44452
"2549","Guadeloupe","2010",0.44452
"2550","Guam","1980",0.10687
"2551","Guam","1981",0.10917
"2552","Guam","1982",0.10928
"2553","Guam","1983",0.11408
"2554","Guam","1984",0.1173
"2555","Guam","1985",0.12062
"2556","Guam","1986",0.12288
"2557","Guam","1987",0.12572
"2558","Guam","1988",0.12755
"2559","Guam","1989",0.13095
"2560","Guam","1990",0.13413
"2561","Guam","1991",0.13816
"2562","Guam","1992",0.14233
"2563","Guam","1993",0.14383
"2564","Guam","1994",0.14316
"2565","Guam","1995",0.14419
"2566","Guam","1996",0.14532
"2567","Guam","1997",0.1468
"2568","Guam","1998",0.14972
"2569","Guam","1999",0.15259
"2570","Guam","2000",0.15532
"2571","Guam","2001",0.15833
"2572","Guam","2002",0.16106
"2573","Guam","2003",0.16361
"2574","Guam","2004",0.16612
"2575","Guam","2005",0.16861
"2576","Guam","2006",0.17109
"2577","Guam","2007",0.17354
"2578","Guam","2008",0.17599
"2579","Guam","2009",0.17843
"2580","Guam","2010",0.18087
"2581","Guatemala","1980",6.64959
"2582","Guatemala","1981",6.82868
"2583","Guatemala","1982",6.98272
"2584","Guatemala","1983",7.18865
"2585","Guatemala","1984",7.38034
"2586","Guatemala","1985",7.58084
"2587","Guatemala","1986",7.82
"2588","Guatemala","1987",8.15988
"2589","Guatemala","1988",8.49582
"2590","Guatemala","1989",8.73058
"2591","Guatemala","1990",8.96555
"2592","Guatemala","1991",9.21325
"2593","Guatemala","1992",9.36708
"2594","Guatemala","1993",9.52288
"2595","Guatemala","1994",9.77911
"2596","Guatemala","1995",10.02782
"2597","Guatemala","1996",10.26795
"2598","Guatemala","1997",10.49612
"2599","Guatemala","1998",10.70814
"2600","Guatemala","1999",10.90342
"2601","Guatemala","2000",11.08503
"2602","Guatemala","2001",11.28435
"2603","Guatemala","2002",11.50667
"2604","Guatemala","2003",11.72521
"2605","Guatemala","2004",11.93999
"2606","Guatemala","2005",12.18255
"2607","Guatemala","2006",12.45475
"2608","Guatemala","2007",12.72811
"2609","Guatemala","2008",13.00221
"2610","Guatemala","2009",13.27652
"2611","Guatemala","2010",13.55044
"2612","Guinea","1980",4.44737
"2613","Guinea","1981",4.54036
"2614","Guinea","1982",4.63601
"2615","Guinea","1983",4.7344
"2616","Guinea","1984",4.95358
"2617","Guinea","1985",5.22674
"2618","Guinea","1986",5.39433
"2619","Guinea","1987",5.52841
"2620","Guinea","1988",5.66683
"2621","Guinea","1989",5.80969
"2622","Guinea","1990",6.11845
"2623","Guinea","1991",6.55247
"2624","Guinea","1992",6.80052
"2625","Guinea","1993",6.98911
"2626","Guinea","1994",7.20949
"2627","Guinea","1995",7.4457
"2628","Guinea","1996",7.70157
"2629","Guinea","1997",7.79106
"2630","Guinea","1998",7.90661
"2631","Guinea","1999",8.1544
"2632","Guinea","2000",8.35041
"2633","Guinea","2001",8.41692
"2634","Guinea","2002",8.5203
"2635","Guinea","2003",8.75554
"2636","Guinea","2004",8.97198
"2637","Guinea","2005",9.15373
"2638","Guinea","2006",9.34573
"2639","Guinea","2007",9.56922
"2640","Guinea","2008",9.80651
"2641","Guinea","2009",10.05798
"2642","Guinea","2010",10.32403
"2643","Guinea-Bissau","1980",0.7889
"2644","Guinea-Bissau","1981",0.80706
"2645","Guinea-Bissau","1982",0.82577
"2646","Guinea-Bissau","1983",0.84501
"2647","Guinea-Bissau","1984",0.86478
"2648","Guinea-Bissau","1985",0.88506
"2649","Guinea-Bissau","1986",0.90593
"2650","Guinea-Bissau","1987",0.92741
"2651","Guinea-Bissau","1988",0.94954
"2652","Guinea-Bissau","1989",0.97239
"2653","Guinea-Bissau","1990",0.99599
"2654","Guinea-Bissau","1991",1.02022
"2655","Guinea-Bissau","1992",1.051
"2656","Guinea-Bissau","1993",1.08446
"2657","Guinea-Bissau","1994",1.11651
"2658","Guinea-Bissau","1995",1.14333
"2659","Guinea-Bissau","1996",1.16626
"2660","Guinea-Bissau","1997",1.19411
"2661","Guinea-Bissau","1998",1.22224
"2662","Guinea-Bissau","1999",1.25041
"2663","Guinea-Bissau","2000",1.27886
"2664","Guinea-Bissau","2001",1.30645
"2665","Guinea-Bissau","2002",1.33312
"2666","Guinea-Bissau","2003",1.35992
"2667","Guinea-Bissau","2004",1.38693
"2668","Guinea-Bissau","2005",1.41416
"2669","Guinea-Bissau","2006",1.44275
"2670","Guinea-Bissau","2007",1.47278
"2671","Guinea-Bissau","2008",1.50318
"2672","Guinea-Bissau","2009",1.53396
"2673","Guinea-Bissau","2010",1.56513
"2674","Guyana","1980",0.75935
"2675","Guyana","1981",0.76193
"2676","Guyana","1982",0.76286
"2677","Guyana","1983",0.76216
"2678","Guyana","1984",0.76207
"2679","Guyana","1985",0.76225
"2680","Guyana","1986",0.76338
"2681","Guyana","1987",0.76496
"2682","Guyana","1988",0.76655
"2683","Guyana","1989",0.7686
"2684","Guyana","1990",0.77153
"2685","Guyana","1991",0.77053
"2686","Guyana","1992",0.7673
"2687","Guyana","1993",0.7669
"2688","Guyana","1994",0.76765
"2689","Guyana","1995",0.76916
"2690","Guyana","1996",0.76889
"2691","Guyana","1997",0.76841
"2692","Guyana","1998",0.7726
"2693","Guyana","1999",0.78005
"2694","Guyana","2000",0.78556
"2695","Guyana","2001",0.78626
"2696","Guyana","2002",0.78273
"2697","Guyana","2003",0.77981
"2698","Guyana","2004",0.77948
"2699","Guyana","2005",0.7765
"2700","Guyana","2006",0.77021
"2701","Guyana","2007",0.76381
"2702","Guyana","2008",0.75806
"2703","Guyana","2009",0.75294
"2704","Guyana","2010",0.74849
"2705","Haiti","1980",5.5077
"2706","Haiti","1981",5.62287
"2707","Haiti","1982",5.74042
"2708","Haiti","1983",5.86229
"2709","Haiti","1984",5.98898
"2710","Haiti","1985",6.11992
"2711","Haiti","1986",6.25386
"2712","Haiti","1987",6.38967
"2713","Haiti","1988",6.51878
"2714","Haiti","1989",6.65269
"2715","Haiti","1990",6.79794
"2716","Haiti","1991",6.92983
"2717","Haiti","1992",7.06997
"2718","Haiti","1993",7.23284
"2719","Haiti","1994",7.39969
"2720","Haiti","1995",7.5704
"2721","Haiti","1996",7.74067
"2722","Haiti","1997",7.90968
"2723","Haiti","1998",8.08056
"2724","Haiti","1999",8.24971
"2725","Haiti","2000",8.41289
"2726","Haiti","2001",8.56858
"2727","Haiti","2002",8.72319
"2728","Haiti","2003",8.88367
"2729","Haiti","2004",9.04569
"2730","Haiti","2005",9.20467
"2731","Haiti","2006",9.35756
"2732","Haiti","2007",9.50049
"2733","Haiti","2008",9.63908
"2734","Haiti","2009",9.77797
"2735","Haiti","2010",9.64892
"2736","Honduras","1980",3.40247
"2737","Honduras","1981",3.54306
"2738","Honduras","1982",3.67004
"2739","Honduras","1983",3.79614
"2740","Honduras","1984",3.93299
"2741","Honduras","1985",4.07731
"2742","Honduras","1986",4.22692
"2743","Honduras","1987",4.37326
"2744","Honduras","1988",4.51498
"2745","Honduras","1989",4.65602
"2746","Honduras","1990",4.79403
"2747","Honduras","1991",4.93323
"2748","Honduras","1992",5.07988
"2749","Honduras","1993",5.23262
"2750","Honduras","1994",5.38981
"2751","Honduras","1995",5.55079
"2752","Honduras","1996",5.71284
"2753","Honduras","1997",5.87503
"2754","Honduras","1998",6.0391
"2755","Honduras","1999",6.19088
"2756","Honduras","2000",6.3594
"2757","Honduras","2001",6.52698
"2758","Honduras","2002",6.69369
"2759","Honduras","2003",6.86205
"2760","Honduras","2004",7.02944
"2761","Honduras","2005",7.19307
"2762","Honduras","2006",7.35516
"2763","Honduras","2007",7.51621
"2764","Honduras","2008",7.67585
"2765","Honduras","2009",7.8337
"2766","Honduras","2010",7.98942
"2767","Hong Kong","1980",5.0631
"2768","Hong Kong","1981",5.1834
"2769","Hong Kong","1982",5.2645
"2770","Hong Kong","1983",5.3451
"2771","Hong Kong","1984",5.3979
"2772","Hong Kong","1985",5.4562
"2773","Hong Kong","1986",5.5246
"2774","Hong Kong","1987",5.58451
"2775","Hong Kong","1988",5.62841
"2776","Hong Kong","1989",5.66072
"2777","Hong Kong","1990",5.68796
"2778","Hong Kong","1991",5.752
"2779","Hong Kong","1992",5.8297
"2780","Hong Kong","1993",5.93451
"2781","Hong Kong","1994",6.06729
"2782","Hong Kong","1995",6.22535
"2783","Hong Kong","1996",6.39156
"2784","Hong Kong","1997",6.49592
"2785","Hong Kong","1998",6.54456
"2786","Hong Kong","1999",6.59931
"2787","Hong Kong","2000",6.65872
"2788","Hong Kong","2001",6.71338
"2789","Hong Kong","2002",6.76248
"2790","Hong Kong","2003",6.80974
"2791","Hong Kong","2004",6.85513
"2792","Hong Kong","2005",6.89869
"2793","Hong Kong","2006",6.94043
"2794","Hong Kong","2007",6.98041
"2795","Hong Kong","2008",7.01864
"2796","Hong Kong","2009",7.05507
"2797","Hong Kong","2010",7.08971
"2798","Hungary","1980",10.71112
"2799","Hungary","1981",10.71185
"2800","Hungary","1982",10.70554
"2801","Hungary","1983",10.68946
"2802","Hungary","1984",10.6681
"2803","Hungary","1985",10.64871
"2804","Hungary","1986",10.63056
"2805","Hungary","1987",10.61274
"2806","Hungary","1988",10.4425
"2807","Hungary","1989",10.39796
"2808","Hungary","1990",10.37188
"2809","Hungary","1991",10.39781
"2810","Hungary","1992",10.38305
"2811","Hungary","1993",10.33003
"2812","Hungary","1994",10.29655
"2813","Hungary","1995",10.28081
"2814","Hungary","1996",10.2593
"2815","Hungary","1997",10.22955
"2816","Hungary","1998",10.2004
"2817","Hungary","1999",10.17161
"2818","Hungary","2000",10.14743
"2819","Hungary","2001",10.12993
"2820","Hungary","2002",10.11278
"2821","Hungary","2003",10.09199
"2822","Hungary","2004",10.07261
"2823","Hungary","2005",10.05762
"2824","Hungary","2006",10.04627
"2825","Hungary","2007",10.03423
"2826","Hungary","2008",10.02048
"2827","Hungary","2009",10.00717
"2828","Hungary","2010",9.99234
"2829","Iceland","1980",0.22816
"2830","Iceland","1981",0.2308
"2831","Iceland","1982",0.234
"2832","Iceland","1983",0.23704
"2833","Iceland","1984",0.2395
"2834","Iceland","1985",0.2414
"2835","Iceland","1986",0.243
"2836","Iceland","1987",0.24468
"2837","Iceland","1988",0.24989
"2838","Iceland","1989",0.25275
"2839","Iceland","1990",0.25472
"2840","Iceland","1991",0.25683
"2841","Iceland","1992",0.25901
"2842","Iceland","1993",0.26127
"2843","Iceland","1994",0.26608
"2844","Iceland","1995",0.26753
"2845","Iceland","1996",0.269
"2846","Iceland","1997",0.27119
"2847","Iceland","1998",0.274
"2848","Iceland","1999",0.27728
"2849","Iceland","2000",0.28104
"2850","Iceland","2001",0.28481
"2851","Iceland","2002",0.28803
"2852","Iceland","2003",0.29106
"2853","Iceland","2004",0.29397
"2854","Iceland","2005",0.29674
"2855","Iceland","2006",0.29939
"2856","Iceland","2007",0.30193
"2857","Iceland","2008",0.30437
"2858","Iceland","2009",0.30669
"2859","Iceland","2010",0.30891
"2860","India","1980",684.8877
"2861","India","1981",699.15377
"2862","India","1982",713.71094
"2863","India","1983",728.52155
"2864","India","1984",744.01697
"2865","India","1985",759.61221
"2866","India","1986",775.06324
"2867","India","1987",790.64043
"2868","India","1988",806.3794
"2869","India","1989",822.21883
"2870","India","1990",838.15883
"2871","India","1991",853.72439
"2872","India","1992",870.11319
"2873","India","1993",886.74371
"2874","India","1994",903.57929
"2875","India","1995",920.58497
"2876","India","1996",937.72548
"2877","India","1997",954.92605
"2878","India","1998",972.11281
"2879","India","1999",989.25019
"2880","India","2000",1006.3003
"2881","India","2001",1023.29508
"2882","India","2002",1040.28482
"2883","India","2003",1057.25112
"2884","India","2004",1074.15902
"2885","India","2005",1090.97303
"2886","India","2006",1107.62435
"2887","India","2007",1124.1348
"2888","India","2008",1140.56621
"2889","India","2009",1156.89777
"2890","India","2010",1173.10802
"2891","Indonesia","1980",151.0244
"2892","Indonesia","1981",154.13906
"2893","Indonesia","1982",157.27963
"2894","Indonesia","1983",160.44071
"2895","Indonesia","1984",163.61264
"2896","Indonesia","1985",166.77028
"2897","Indonesia","1986",169.89552
"2898","Indonesia","1987",173.01546
"2899","Indonesia","1988",176.16566
"2900","Indonesia","1989",179.33997
"2901","Indonesia","1990",182.51628
"2902","Indonesia","1991",185.70794
"2903","Indonesia","1992",188.90468
"2904","Indonesia","1993",192.09324
"2905","Indonesia","1994",195.3278
"2906","Indonesia","1995",198.63437
"2907","Indonesia","1996",202.01216
"2908","Indonesia","1997",205.27672
"2909","Indonesia","1998",208.47748
"2910","Indonesia","1999",211.6872
"2911","Indonesia","2000",214.67661
"2912","Indonesia","2001",217.83628
